"","feature.name","w","rk","z","pval","fdr"
"Coasy",188,0.000606965508613847,3286.4,0.809074177908881,0.43731698640602,0.999843667608648
"Tspan33",189,0.00172844882539258,303.8,2.27625728401855,0.0276289305049116,0.717718828712956
"Crnkl1",190,-0.000360396356570906,5487.7,-0.457014087717677,0.658850404844542,0.999843667608648
"Rin2",191,-0.000368585391749629,5303.8,-0.468022965328272,0.642888239806189,0.999843667608648
"Chordc1",192,5.70310772115956e-05,7059,0.0896178165146797,0.810538066212943,0.999843667608648
"Rtcb",193,0.00025059817805445,5707.3,0.341946090091264,0.678775585849681,0.999843667608648
"Pwp1",194,1.84022421832836e-05,7555.6,0.0379949053949756,0.852281090677427,0.999843667608648
"Fbxo7",195,0.000973975730821292,1359.1,1.28941422115704,0.205164721520985,0.999843667608648
"Capns1",196,-0.00111435321899758,1216.7,-1.44429968906634,0.165550191187146,0.999843667608648
"Lrp3",197,-0.000813192250839023,2288,-1.04892509750669,0.309936674864075,0.999843667608648
"Clpb",198,1.75308556766539e-05,6629.3,0.0378499878594761,0.770674732865388,0.999843667608648
"Sept7",199,0.00152996944509362,452.3,2.01699561885339,0.0545782969279044,0.872250618654456
"Zdhhc4",200,0.000401875493297937,4855.6,0.540614415286053,0.598027901861019,0.999843667608648
"Rac1",201,-0.000390543206022424,5245.9,-0.495609787130809,0.635053569197785,0.999843667608648
"Nup214",202,0.000402173092745199,4802.4,0.541109271760644,0.595490490229149,0.999843667608648
"Ltbp1",203,-0.000110595062213407,6478.3,-0.129642704891784,0.758774369542259,0.999843667608648
"Ugp2",204,-0.00088134985711749,2159,-1.13633521915379,0.288358175732364,0.999843667608648
"Trmt1",205,0.000159152822862832,7345.2,0.222631398059246,0.827938652710048,0.999843667608648
"Nacc1",206,-0.000941107623906364,1764.4,-1.21686332381554,0.241896287578794,0.999843667608648
"Nfix",207,0.00189891111102579,224.2,2.5000823494465,0.0131233635368607,0.523172621485663
"Slc1a5",208,-5.12805937614538e-05,7499.7,-0.0527721633916,0.850964467902865,0.999843667608648
"Uba1",209,-0.000706710428388498,2906.3,-0.910400013390083,0.382170501849822,0.999843667608648
"Siae",210,-0.000583759224531634,3693.8,-0.749025538801001,0.473744580389227,0.999843667608648
"Esam",211,-0.000357481333242401,4674.4,-0.452235388503754,0.587524764369281,0.999843667608648
"Spa17",212,1.48052464107688e-06,7775.8,0.0172397398331056,0.874635539794915,0.999843667608648
"Fam50a",213,0.000307446566516568,5553.5,0.417688505347532,0.663612195798781,0.999843667608648
"Emd",214,-0.000443671472406359,4688.2,-0.566239892003129,0.582409160492669,0.999843667608648
"Taco1",215,0.000563944251702017,3549.9,0.75335518547815,0.467332445404071,0.999843667608648
"Grik3",216,-0.000586185798196782,3603.5,-0.751779917180556,0.467063038434839,0.999843667608648
"Gria3",217,0.00215277969205066,163.5,2.83196187331053,0.00510318801020994,0.284391060616644
"Npas1",218,-0.00431165723784353,9.3,-5.62726195920274,3.07801414704348e-08,1.70586495432948e-05
"Sipa1l2",219,-0.00043325053766721,4765.4,-0.552804770999396,0.590730869861741,0.999843667608648
"Ap4e1",220,-0.000339927813221158,5220.6,-0.428597442317642,0.63250050968759,0.999843667608648
"Blvra",221,-6.12598287094078e-05,6357.6,-0.0645614872597063,0.74614684226189,0.999843667608648
"Pdzd4",222,0.000700671931268012,2590.4,0.931812726042065,0.362967152443879,0.999843667608648
"Srpk3",223,-0.000463253923995396,4399.2,-0.591348634532356,0.557583679930098,0.999843667608648
"Idh3g",224,0.000278228681893307,6075.5,0.378576478494653,0.712454951749642,0.999843667608648
"Pnck",225,-0.000512005337085231,4203.9,-0.654769161575352,0.529225525611569,0.999843667608648
"Ssr4",226,-5.80701600075099e-06,6462.9,0.00833911566352748,0.757078981434541,0.999843667608648
"Bcap31",227,0.000454522086867914,4365.3,0.609381524043887,0.552184442131171,0.999843667608648
"Fam98a",228,0.00035719943802207,5341.6,0.482081774193598,0.642010704361711,0.999843667608648
"Ltbp2",229,0.00155217163765646,387.5,2.04630081239411,0.0424727377008846,0.921285742863062
"Kmt2a",230,0.000240802284955113,6334.7,0.330033684695974,0.736763924661934,0.999843667608648
"Ift46",231,0.000452860785687321,4459.3,0.608778393787687,0.557426097021253,0.999843667608648
"Tmem25",232,0.000933990188554496,1628.5,1.23724675175779,0.236178034350872,0.999843667608648
"Trappc6a",233,-0.000712616932571354,2817.4,-0.916685603589798,0.375045635984656,0.999843667608648
"Supt6",234,0.00135702699684082,738,1.79100092601927,0.0990434509188341,0.939854872701433
"Spag5",235,0.000465850057141822,4252.3,0.62478560427384,0.542032075192354,0.999843667608648
"Unc119",236,-0.000224649039127878,5941,-0.278340294510547,0.710316543914023,0.999843667608648
"Rab34",237,0.000215628982691122,6381.2,0.297499843820406,0.744971645331835,0.999843667608648
"Sdf2",238,-0.000279148267853117,5892.6,-0.349893656361768,0.698393218749881,0.999843667608648
