cellnames,dataset,tSNE_1,tSNE_2,KNNpred,SVMpred,IDconsensus,Tom_cells
F2S4_151223_004_G01,T18,12.96063889,-32.97688205,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_004_H01,T18,-25.06284565,13.54187344,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_151223_005_A01,T18,-44.28279426,-23.02734928,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_151223_005_B01,T18,19.77378398,38.00684607,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_151223_005_D01,T18,-20.62758846,32.19321207,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_151223_005_E01,T18,-3.501072022,-23.26308647,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_005_G01,T18,23.48722454,37.45584638,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_151223_006_A01,T18,-27.77334478,16.76691227,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_151223_006_B01,T18,6.659808427,24.53727462,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_151223_006_C01,T18,-1.505391945,-33.61429484,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_006_D01,T18,-6.273654736,-35.25233681,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_006_E01,T18,-44.93998143,24.8810883,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_151223_006_F01,T18,21.5818911,36.87673038,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_151223_006_G01,T18,-25.43771617,12.71601203,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_151223_006_H01,T18,22.36570086,33.75709023,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_151223_007_A01,T18,-12.54039343,29.89167596,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_151223_007_B01,T18,36.03948295,3.54196833,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_151223_007_C01,T18,-13.21764102,28.64076843,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_151223_007_D01,T18,12.18803632,38.68099779,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_151223_007_F01,T18,-23.75525665,17.44254955,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_151223_007_G01,T18,22.39710128,37.79206898,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_151223_007_H01,T18,-16.16334212,11.12542731,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_151223_008_C01,T18,-14.77515969,-36.1239373,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_151223_008_G01,T18,-27.18081803,12.89621334,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_151223_008_H01,T18,-14.60835021,25.4742288,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_151223_009_H01,T18,-1.739254379,31.24331349,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_151223_010_C01,T18,22.8769876,38.9958935,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_151223_010_F01,T18,-22.92892504,30.38568473,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_151223_010_G01,T18,12.58573435,-36.79472852,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_011_B01,T18,-22.9270441,30.28870997,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_151223_011_E01,T18,-3.80817906,-36.42740501,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_011_F01,T18,-1.576136828,-33.54500461,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_012_A01,T18,-29.65112989,31.62506969,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_151223_012_B01,T18,-14.55937442,23.3116996,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_151223_012_E01,T18,-2.698598491,-9.939792741,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_151223_012_F01,T18,-22.20196442,32.36316881,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_151223_013_H01,T18,2.704356815,-8.758741164,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_151223_014_A01,T18,-1.974848728,-34.68236219,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_014_D01,T18,-7.43911817,-14.58686952,non appliable,non appliable,Serpinf1 Clrn1,non appliable
F2S4_151223_014_F01,T18,39.94426011,-19.06145187,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_151223_014_G01,T18,-11.74248639,-4.880657848,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_151223_014_H01,T18,31.47734829,-23.1019773,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_015_B01,T18,23.29256978,-40.16704622,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_015_C01,T18,30.97148683,-19.67389624,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_151223_015_D01,T18,9.138449436,22.66923251,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_151223_015_E01,T18,32.60730641,7.383924563,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_151223_015_F01,T18,35.83667253,9.469272074,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_151223_015_G01,T18,-14.40643371,14.49382831,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_151223_015_H01,T18,39.32890009,10.23090754,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_151223_016_A01,T18,-20.65809777,-19.80476817,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_151223_016_B01,T18,37.40823945,-16.19067442,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_151223_016_E01,T18,11.2395214,-2.095121379,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_151223_016_H01,T18,16.16339138,-43.03206143,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_017_A01,T18,27.45154263,-19.58778355,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_017_B01,T18,10.99423688,0.485315239,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_151223_017_F01,T18,37.60977606,-16.50990624,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_151223_017_G01,T18,37.93135858,-16.31204623,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_151223_017_H01,T18,30.53630842,-21.69894086,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_018_A01,T18,36.70623748,3.73718404,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_151223_018_B01,T18,-23.44815451,-24.46987089,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_151223_018_C01,T18,48.2191288,27.38817811,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_151223_018_D01,T18,35.08023378,-6.519467112,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_151223_018_E01,T18,10.8211591,-39.30008063,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_151223_018_F01,T18,35.42103452,8.137762422,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_151223_018_G01,T18,30.68985073,-21.78042437,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160113_001_F01,T18,-11.66856614,17.39218691,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160113_001_H01,T18,-46.34971803,25.15815188,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160113_002_H01,T18,-3.643934044,9.294308529,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160113_003_G01,T18,32.18575718,21.19850705,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160113_004_H01,T18,-5.259809326,-27.73918656,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160113_005_G01,T18,-2.720349333,-30.48008171,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160113_013_A01,T18,-27.96794742,19.49004321,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160113_013_B01,T18,-12.97297569,47.48722529,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160113_013_D01,T18,-23.04178933,-21.61109619,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160113_013_E01,T18,-23.85925717,33.09473838,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160113_014_C01,T18,-27.76472209,16.24270562,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160113_016_D01,T18,-30.88234451,16.22346313,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160113_016_G01,T18,-2.075036845,-24.65166806,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160113_017_H01,T18,-16.37696885,8.559117378,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160113_024_E01,T18,-12.78153347,49.56738396,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160114_001_G01,T18,-12.10944534,37.17301174,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160114_001_H01,T18,16.03173486,5.711925085,non appliable,non appliable,Sncg Gpr50,non appliable
F2S4_160114_003_E01,T18,-14.70321537,25.45553171,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160114_003_G01,T18,10.76701179,-20.73108857,non appliable,non appliable,Lamp5 Lhx6,non appliable
F2S4_160114_004_F01,T18,-25.2727158,19.52100028,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160114_005_C01,T18,-11.93838327,29.81691751,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160114_005_E01,T18,-14.29142054,22.70200944,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160114_005_F01,T18,-24.52415144,31.00890124,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160114_006_A01,T18,16.80632823,36.47647112,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160114_006_C01,T18,16.84153231,-41.83308853,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_006_H01,T18,-12.47594883,33.09745729,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160114_007_G01,T18,2.32354657,-47.03590913,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_008_A01,T18,-11.92705043,37.69695503,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160114_008_B01,T18,2.717362606,-47.07745656,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_008_F01,T18,-45.09157123,31.98528513,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160114_010_A01,T18,31.29621156,-23.1975919,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_010_B01,T18,12.39364716,-38.19091298,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_010_C01,T18,-33.09041427,10.86708906,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160114_010_D01,T18,-29.36804625,-11.26808829,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160114_010_E01,T18,-41.79770031,9.021587475,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160114_010_F01,T18,49.09126147,25.36888526,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160114_010_G01,T18,38.36955176,-17.8275049,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160114_010_H01,T18,13.77420468,-41.91978357,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_011_B01,T18,22.7971655,-22.74370583,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160114_011_C01,T18,42.94265009,-15.06712539,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160114_011_D01,T18,17.95909205,28.81285467,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160114_011_E01,T18,50.23164556,26.5356147,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160114_011_F01,T18,-18.83493529,-20.9747616,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160114_011_G01,T18,29.44923219,-29.49440233,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_011_H01,T18,-37.37359059,6.400972015,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160114_012_A01,T18,10.7942662,2.761383895,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160114_012_B01,T18,13.53887773,-38.15906062,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_012_C01,T18,45.15343244,0.131695356,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160114_012_D01,T18,32.32543616,-24.39401217,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_012_E01,T18,50.39097251,-13.99278296,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160114_012_F01,T18,45.98242591,2.870141009,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160114_012_G01,T18,36.61946268,10.35439029,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160114_012_H01,T18,-27.55893916,5.641583734,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160114_013_A01,T18,-28.11155369,-12.58681065,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160114_013_B01,T18,-29.27836419,-10.15020208,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160114_013_D01,T18,52.01224641,-12.42909148,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160114_013_E01,T18,-41.30069213,8.859909534,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160114_013_G01,T18,-18.32201986,-1.777274397,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160114_013_H01,T18,10.79128201,2.849952265,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160114_014_B01,T18,44.43766761,26.73960646,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160114_014_C01,T18,29.40290947,-23.67281907,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_014_D01,T18,22.28878207,33.79714444,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160114_014_E01,T18,11.48028522,7.446512748,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160114_014_F01,T18,36.35999507,13.12428895,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160114_014_G01,T18,47.6745339,2.758849608,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160114_014_H01,T18,10.84763199,-20.60426828,non appliable,non appliable,Lamp5 Lhx6,non appliable
F2S4_160114_016_A01,T18,22.50083769,38.43365849,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160114_016_E01,T18,-8.553011883,-40.17278732,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_017_C01,T18,17.95455767,32.74223409,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160114_017_E01,T18,-15.06323235,8.114811555,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160114_017_F01,T18,29.86716402,-21.76986956,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_017_G01,T18,-15.01399208,8.133148337,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160114_018_A01,T18,-33.17542557,10.81475013,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160114_018_B01,T18,-24.30611397,-25.75509749,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160114_018_D01,T18,24.1693457,13.17237174,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160114_018_F01,T18,-29.70239978,-17.98062892,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160114_018_G01,T18,-12.4828022,17.24543677,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160114_018_H01,T18,-5.107254922,-25.47778354,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_019_A01,T18,-19.32573578,-21.01804442,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160114_019_B01,T18,6.505359386,24.35197883,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_160114_019_D01,T18,19.8969332,40.87023698,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160114_019_F01,T18,30.9675953,-22.1167164,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_019_G01,T18,13.90334944,-37.77412141,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_019_H01,T18,-20.39691581,17.23966112,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160114_020_A01,T18,-4.533866467,24.42968931,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160114_020_B01,T18,-4.621797259,-25.62231694,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_020_C01,T18,-15.91986345,10.40178015,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160114_020_D01,T18,30.92626146,-19.98698662,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_020_E01,T18,-9.365060724,27.88398459,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160114_020_F01,T18,36.33346446,7.517795902,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160114_020_G01,T18,19.52918995,40.04969782,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160114_020_H01,T18,-17.75220439,-5.564625143,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160114_021_A01,T18,31.17565413,-32.04150171,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_021_B01,T18,-17.04722462,3.635162342,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160114_021_C01,T18,-15.21257385,25.32088635,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160114_021_D01,T18,41.72087136,-7.297371986,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160114_021_F01,T18,-44.6355373,24.87448199,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160114_021_G01,T18,11.39653058,-39.00094067,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160114_021_H01,T18,-32.89266476,-30.00497392,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160115_007_A01,T18,-8.884418721,11.97225264,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160115_007_B01,T18,-25.17010703,2.766191899,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160115_007_C01,T18,-12.63248165,-45.02379104,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160115_007_D01,T18,-27.17768769,14.03500678,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160115_007_E01,T18,22.69455824,36.47980621,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160115_007_F01,T18,-37.46989805,5.619122669,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160115_007_G01,T18,-27.1006542,13.25498185,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160115_007_H01,T18,14.66984661,-47.11900863,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160115_008_C01,T18,-3.167008576,-29.46957679,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160115_008_D01,T18,-59.53208555,4.277382119,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160115_008_E01,T18,-24.45320058,-25.11249183,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160115_008_F01,T18,33.4302638,5.112120894,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160115_008_G01,T18,-2.843121972,5.63566604,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160115_008_H01,T18,20.86511217,-26.34794511,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160115_009_B01,T18,-4.20508194,10.90794479,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160115_009_D01,T18,10.34088336,13.83958154,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160115_009_E01,T18,21.79395625,-44.26604287,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160115_009_F01,T18,-11.9280239,29.70854809,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160115_009_G01,T18,-1.073252583,2.276125934,non appliable,non appliable,Vip Chat Htr1f,non appliable
