cellnames,dataset,tSNE_1,tSNE_2,KNNpred,SVMpred,IDconsensus,Tom_cells
F2S4_160415_023_G01,T18,23.10112162,12.98209338,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160415_023_H01,T18,3.516792562,-31.08361575,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160415_024_A01,T18,-41.04198563,30.94799653,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160415_024_B01,T18,-3.152286415,22.40502807,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160415_024_C01,T18,-2.721933717,20.5569109,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160415_024_D01,T18,-11.58822909,5.283452777,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160415_024_E01,T18,9.341104012,44.95808918,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160415_024_F01,T18,-28.58482964,-19.91188888,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160415_024_G01,T18,-36.12657497,-27.8799191,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160415_024_H01,T18,-10.51044385,-2.626199713,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160415_025_B01,T18,12.87905775,43.65608524,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160415_025_C01,T18,-39.94907076,-6.246604944,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160415_025_D01,T18,-18.63464225,3.686737251,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160415_025_E01,T18,3.920251338,11.86729376,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160415_025_F01,T18,-19.51826621,22.7492014,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_160415_025_G01,T18,13.59228601,41.3098455,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160415_025_H01,T18,-5.363677063,23.48974495,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160419_001_C01,T18,49.28094594,-18.02379331,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160419_001_D01,T18,39.68970506,25.90506532,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160419_001_E01,T18,32.3628426,9.385847092,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160419_001_F01,T18,44.23561582,26.69981741,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160419_001_G01,T18,37.8701886,29.86664635,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160419_001_H01,T18,40.83419761,-13.85276063,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160419_002_B01,T18,25.65589924,8.416569539,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160419_002_C01,T18,-18.61268033,-22.0869439,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160419_002_D01,T18,54.86877977,25.59291153,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160419_002_F01,T18,29.06358576,-30.92483262,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160419_002_G01,T18,42.6819721,12.02030723,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160419_003_A01,T18,17.79210751,31.72713791,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160419_003_B01,T18,42.44853299,-16.99483213,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160419_003_C01,T18,-20.00589345,-18.9190563,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160419_003_D01,T18,13.59534372,-33.84535447,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160419_003_E01,T18,-7.324337377,17.00462362,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160419_003_G01,T18,23.53222256,-0.212317066,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160419_004_E01,T18,-10.64729978,40.77204242,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160419_004_H01,T18,6.51870706,-48.5498222,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160419_005_B01,T18,12.67515323,38.24782185,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160419_005_D01,T18,-38.75900939,18.4810568,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160419_005_H01,T18,-45.15498728,32.03196797,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160419_006_B01,T18,-41.71529761,27.93236597,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160419_006_C01,T18,6.624123387,26.85656918,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_160419_006_D01,T18,-3.13676006,35.06973267,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160419_006_E01,T18,17.27210918,37.91191756,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160419_006_G01,T18,-39.17355993,25.13374749,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160419_007_A01,T18,-4.713119642,36.27547669,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160419_007_C01,T18,0.711165162,24.18780113,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160419_007_D01,T18,-43.48178516,22.87463864,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160419_007_G01,T18,-39.9213943,19.10369938,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160419_007_H01,T18,-8.983303766,25.0449798,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_160419_008_C01,T18,16.55190336,7.850873871,non appliable,non appliable,Sncg Gpr50,non appliable
F2S4_160419_009_D01,T18,5.411701943,-7.396371018,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160419_010_C01,T18,5.746728739,-36.48475435,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160419_011_A01,T18,-16.50009795,3.385203684,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160419_011_B01,T18,-41.2943513,15.32283855,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160419_011_C01,T18,-14.36896185,6.174502182,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160419_011_D01,T18,-1.779018668,4.752913726,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160419_011_E01,T18,12.22978163,43.35403685,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160419_011_F01,T18,52.10659933,-12.18501225,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160419_011_G01,T18,-16.94011874,12.13266261,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160419_011_H01,T18,22.69783344,-46.35114186,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160419_012_C01,T18,-35.58430284,-30.06873334,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160419_012_D01,T18,-31.95721019,-23.59648644,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160419_012_E01,T18,-12.40394248,-29.9678653,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160419_012_F01,T18,-25.01364072,2.321089075,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160419_012_G01,T18,-41.82342089,10.14530003,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160419_012_H01,T18,15.10210066,39.41408474,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160419_013_B01,T18,11.62379822,39.78219517,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160419_013_C01,T18,9.737075801,5.955779979,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160419_013_D01,T18,-39.81033374,-22.797733,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160419_013_E01,T18,-44.13215939,-8.946426363,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160419_013_G01,T18,-8.355224789,31.82157999,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_160419_013_H01,T18,-37.14765534,15.34122618,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160419_014_B01,T18,21.03294556,-26.68930754,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160419_014_C01,T18,-14.56179853,-2.018299121,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160419_014_D01,T18,48.03663157,-21.10711571,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160419_014_H01,T18,-33.65212976,31.18629285,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160419_015_E01,T18,-12.5532181,33.20494902,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160419_015_F01,T18,-11.68678313,-42.67599462,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160419_015_H01,T18,-0.678859815,-39.20004501,non appliable,non appliable,Serpinf1 Clrn1,non appliable
F2S4_160419_016_A01,T18,10.01582239,46.88237075,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160419_016_D01,T18,10.21868984,39.36228287,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160419_016_F01,T18,-9.429289772,47.86106927,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160419_016_G01,T18,21.76379896,-15.00230813,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160419_017_D01,T18,-4.863613742,36.10462176,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160419_017_F01,T18,-7.475150495,35.94385064,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160419_017_H01,T18,-55.655974,9.802479656,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160419_018_C01,T18,-40.20266187,30.61512349,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160419_018_H01,T18,-28.65786756,8.805260704,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160419_019_B01,T18,0.520983261,24.09359218,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160419_021_B01,T18,-23.38216056,-24.18152871,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160419_021_E01,T18,-17.33700797,-5.120845274,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160419_021_F01,T18,-5.798517349,-2.551954309,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_160419_021_H01,T18,-29.38292957,-11.39100254,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160419_022_A01,T18,-4.194471044,-35.38200461,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160419_022_C01,T18,8.237659947,-6.150844044,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160419_022_D01,T18,-27.03427668,-27.24045867,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160419_022_E01,T18,14.4379969,35.24653688,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160419_022_H01,T18,-3.035038205,13.70105731,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160419_023_B01,T18,14.99824232,30.90472392,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160419_023_C01,T18,-15.71378207,-0.174682596,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160419_023_E01,T18,-13.0532596,-43.8289043,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160419_023_F01,T18,-42.10757954,10.26646904,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160419_023_G01,T18,-2.412502169,2.399971039,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160419_023_H01,T18,-2.022933084,1.264144024,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160422_002_G01,T18,-9.437232253,48.29965656,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160422_003_B01,T18,19.43385408,38.29853496,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160422_003_D01,T18,-35.03178501,8.862573872,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160422_007_G01,T18,-33.5387982,19.36937793,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160422_008_G01,T18,5.037347587,-40.15348014,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160422_009_B01,T18,28.83080667,-15.99931532,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160422_009_C01,T18,-6.904790643,5.899575668,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160422_009_H01,T18,-43.47258351,4.234382964,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160422_010_A01,T18,-16.54081966,-43.53098261,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160422_010_B01,T18,-4.386598172,14.51372878,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160422_010_D01,T18,23.60039824,-41.17240971,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160422_010_F01,T18,4.205196392,-29.07030321,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160422_011_F01,T18,-30.00253861,-4.699869582,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160422_012_E01,T18,-22.53040253,-14.13756082,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160422_016_C01,T18,-21.92491703,39.55369362,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160422_018_B01,T18,16.63179089,7.901733152,non appliable,non appliable,Sncg Gpr50,non appliable
F2S4_160422_019_C01,T18,11.14119335,37.4521844,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160422_019_G01,T18,-24.10076296,41.13886961,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160422_020_E01,T18,-41.53021866,17.99296048,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160422_020_G01,T18,-39.24872649,27.15935251,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160422_021_C01,T18,2.424819696,-5.260729929,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_160422_022_A01,T18,-14.45071657,36.77146443,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160422_022_F01,T18,-13.1278106,40.23073252,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160422_024_B01,T18,-8.430471359,33.41519022,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160422_024_C01,T18,-17.95283188,41.18006409,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_160429_001_A01,T18,42.7131447,-6.443634153,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_001_B01,T18,42.34187143,-1.947756565,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160429_001_D01,T18,29.44410814,-5.412917781,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_001_E01,T18,39.70194,7.191502951,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160429_001_F01,T18,27.38928877,-8.519546056,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_001_H01,T18,34.99447261,13.53429359,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160429_002_A01,T18,41.80472748,-14.56297951,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_002_C01,T18,41.67444414,-14.96401911,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_002_D01,T18,18.2985345,-41.1749594,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_002_E01,T18,20.7236311,-35.09984682,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_002_F01,T18,39.26438657,25.95658075,non appliable,non appliable,Lamp5 Fam19a1 Pax6,non appliable
F2S4_160429_002_G01,T18,42.6238974,12.12037024,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160429_002_H01,T18,45.36062306,-6.163527816,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_003_A01,T18,25.64593161,-27.27442902,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_003_B01,T18,22.52409255,-28.75574693,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_003_C01,T18,26.89077917,-27.67254561,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_003_F01,T18,-53.79160303,9.452079498,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_160429_003_G01,T18,-5.817728895,45.86952446,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160429_004_A01,T18,-40.44981082,30.65413452,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160429_004_C01,T18,-8.403565159,-41.22520217,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_005_C01,T18,-8.185664154,-35.9368766,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_005_E01,T18,8.919221919,-18.34406518,non appliable,non appliable,Lamp5 Lhx6,non appliable
F2S4_160429_006_C01,T18,-38.36854812,34.9704363,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160429_006_F01,T18,-0.28964126,-47.3377929,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_006_G01,T18,-7.234533379,-34.49401458,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_007_B01,T18,-35.48295808,-20.98585831,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160429_007_C01,T18,40.55536588,-13.83336778,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_007_D01,T18,-0.896825895,16.53041548,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160429_007_E01,T18,-34.54985569,4.969366752,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160429_007_G01,T18,52.56746558,-13.36223536,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_007_H01,T18,-29.80872725,-21.13867908,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160429_008_A01,T18,34.84027573,-3.026921066,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_008_B01,T18,17.97037277,6.468176373,non appliable,non appliable,Sncg Gpr50,non appliable
F2S4_160429_008_C01,T18,-15.79276945,-7.135631229,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160429_008_E01,T18,29.61829984,-23.72499778,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_008_F01,T18,20.89150333,34.63142111,non appliable,non appliable,Vip Igfbp6 Car10,non appliable
F2S4_160429_008_G01,T18,52.33033134,27.40212123,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160429_008_H01,T18,39.43815734,-14.34346354,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_009_A01,T18,49.71941219,27.64922736,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_160429_009_B01,T18,-21.17871792,-10.22176936,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160429_009_C01,T18,-3.833125503,-40.51221341,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_009_D01,T18,1.412309548,12.95428083,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160429_009_F01,T18,44.17027465,4.450149993,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160429_009_G01,T18,46.82543526,-19.16623506,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_009_H01,T18,15.88314073,39.03142417,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160429_010_A01,T18,3.020401744,18.61873561,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160429_010_B01,T18,-2.554331409,27.81446095,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160429_010_C01,T18,9.787760354,42.91527622,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160429_010_G01,T18,-14.72545322,-38.92831388,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_011_B01,T18,6.616925185,24.44715089,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_160429_011_D01,T18,7.00852423,-40.91778049,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_012_B01,T18,-2.159024943,31.51735532,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160429_013_A01,T18,2.373983448,-38.84123591,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_013_B01,T18,-20.59045898,36.3067881,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160429_014_G01,T18,-5.014066994,43.44124099,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160429_015_B01,T18,33.31202377,-18.11777517,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_160429_015_E01,T18,-16.00789941,37.26333225,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160429_015_F01,T18,-32.57729761,34.99906664,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160429_015_H01,T18,13.24200961,39.37885906,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160429_016_A01,T18,-36.85420358,-27.35595192,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160429_016_C01,T18,-16.43878461,-7.504636385,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160429_016_D01,T18,2.290941836,-35.30756146,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_016_F01,T18,8.867487994,-49.62676142,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_016_G01,T18,-34.50615134,-2.17261272,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160429_016_H01,T18,-26.74493731,0.527692293,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160429_017_A01,T18,-41.70600407,-1.815667843,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160429_017_B01,T18,-26.25183938,0.591185573,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160429_017_C01,T18,3.997047919,-32.37262717,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_017_E01,T18,-14.3677939,0.57571597,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160429_017_F01,T18,13.41668166,36.90525849,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160429_017_G01,T18,10.22304503,10.54840301,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160429_017_H01,T18,-0.769540853,-35.52020575,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_018_B01,T18,-2.811360053,42.36573493,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160429_018_C01,T18,-17.0141566,-0.516985383,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160429_018_E01,T18,-15.0393324,32.11314428,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160429_018_G01,T18,12.7186515,44.85421049,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160429_018_H01,T18,-4.053903164,43.00249821,non appliable,non appliable,Vip Arhgap36 Hmcn1,non appliable
F2S4_160429_019_B01,T18,-24.43208504,-7.68348037,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160429_019_C01,T18,-1.325440801,12.36777768,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160429_019_D01,T18,-39.78220017,14.59862956,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160429_019_E01,T18,-30.22548048,19.67876625,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_160429_019_F01,T18,-24.51978432,-7.295183601,non appliable,non appliable,Vip Rspo1 Itga4,non appliable
F2S4_160429_020_A01,T18,-10.04240569,-32.54167438,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_020_C01,T18,-20.05410162,-9.464062374,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160429_020_D01,T18,10.63064546,-20.93129078,non appliable,non appliable,Lamp5 Lhx6,non appliable
F2S4_160429_020_E01,T18,13.60217448,44.78753029,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160429_020_F01,T18,11.10372957,5.299652757,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_160429_020_G01,T18,-9.01257644,-38.84877667,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_021_A01,T18,5.485511369,0.105329806,non appliable,non appliable,Vip Col15a1 Pde1a,non appliable
F2S4_160429_021_C01,T18,38.13413378,22.05655753,non appliable,non appliable,Lamp5 Fam19a1 Tmem182,non appliable
F2S4_160429_021_E01,T18,-32.06554636,18.09470677,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_160429_021_F01,T18,29.76761394,-31.43791301,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160429_021_G01,T18,21.66712397,12.78504904,non appliable,non appliable,Lamp5 Ntn1 Npy2r,non appliable
F2S4_160429_021_H01,T18,-2.182421732,1.801656697,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160429_022_G01,T18,-43.32315032,32.57051277,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_160502_001_A01,T18,1.741396593,28.10616799,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160502_001_B01,T18,-39.455507,-3.422770122,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160502_001_C01,T18,-4.415142896,-30.45150923,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_001_D01,T18,17.78386496,4.605960767,non appliable,non appliable,Sncg Gpr50,non appliable
F2S4_160502_001_E01,T18,-12.53903457,-35.57968113,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_001_H01,T18,1.869838868,19.42698054,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_160502_002_A01,T18,5.099172615,-45.3634464,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_160502_002_C01,T18,17.34883323,37.64126017,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_160502_002_D01,T18,-38.34381686,-9.228328703,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_160502_002_E01,T18,-36.00423142,-26.80461218,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_160502_002_F01,T18,-5.694325418,4.699760272,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_002_H01,T18,-5.250954115,-0.07985889,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_160502_003_A01,T18,-27.37786128,-19.18805244,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
F2S4_160502_003_C01,T18,-13.31416134,24.8906974,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
