"","feature.name","w","rk","z","pval","fdr"
"Gm44890",15448,-0.00155793870258964,989.3,-1.53968723068718,0.125735458512717,0.9992739237389
"Gm20721",13381,-0.00162106163687948,990,-1.60770597310736,0.124719475960169,0.982942962527767
"Spata5l1",15810,0.00168570292720726,990.2,1.95243148505616,0.11832102954364,0.928314643621252
"Rab11fip3",7527,-0.00158013464559128,990.6,-1.56260731670789,0.125338898058489,0.9992739237389
"Gm38029",14558,-0.00159364487754531,990.6,-1.5776339588883,0.124340233112903,0.9992739237389
"Bves",11931,-0.00156091718009092,991,-1.54321554289545,0.12754260302557,0.9992739237389
"Arhgap21",7399,-0.00167041954637246,991.3,-1.66064146135028,0.122413530424536,0.9992739237389
"Ptchd2",8692,-0.00163117079548229,991.3,-1.61987806709846,0.124170980388959,0.977438531192052
"Trmu",2644,0.00155687286174737,991.7,1.81320655605618,0.122367058304379,0.945634302794152
"Trpc4",4503,0.00135043339135907,994,1.59493378263603,0.129645863411199,0.9992739237389
"Sertad2",9932,-0.00166867341370628,994.2,-1.65926217798893,0.12503089166055,0.947224513588625
"Srrt",7600,-0.00168718790502672,995,-1.68024753069616,0.123698443104139,0.952025538739161
"Rbm24",7812,0.00130563164157715,995,1.5452097078567,0.130529760129369,0.9992739237389
"Myt1l",11246,0.00141781263161699,995,1.66392971692051,0.127504018650487,0.984418650772121
"Pip4k2b",1387,-0.0016474906778597,995.1,-1.63751147682831,0.124734761436504,0.986219836813016
"Rps17",11233,0.00143994431061672,995.4,1.68658481503745,0.125525148968438,0.9992739237389
"Csdc2",8818,-0.00158310100182427,995.8,-1.56650000796998,0.125932141008526,0.9992739237389
"Rnf19a",2592,0.00146850630187039,996,1.71925552905042,0.125136779661702,0.959230329247264
"Grcc10",12026,0.00140912185902329,996.1,1.65695129548144,0.127203394191175,0.996869147526733
"Impact",3239,0.00137544197177039,996.2,1.61880818137255,0.128571750435467,0.992155597271795
"Nucb1",5734,-0.00162312923375116,996.2,-1.60933048554126,0.12423631390569,0.99486824656834
"Gm43896",15312,0.00139967351959851,997.9,1.64665355628335,0.128246225862053,0.99213370740859
"Ffar1",9206,0.00143427722304294,998,1.68129263578257,0.126197832444195,0.998703218266389
"Gm6204",14912,0.00113049563273732,999.9,1.3549516458818,0.128735557359854,0.9992739237389
"Tmem65",11294,-0.00162246306524088,1000.1,-1.61138129065457,0.123527299821236,0.9992739237389
"Med24",1257,0.00143424173984297,1001.5,1.68355048926543,0.126412988113433,0.996146205139074
"Myl1",11234,-0.00156925509098414,1002.7,-1.55183164119472,0.128278543220504,0.9992739237389
"Dgcr6",425,-0.00160109928146419,1002.8,-1.58661760810444,0.126606626605962,0.9992739237389
"Mob4",3810,0.00139752206146538,1004.8,1.64326596183711,0.128678454563071,0.992871414923059
"Fastkd2",3804,-0.00159199891859251,1005.7,-1.57812567068251,0.126828585726461,0.9992739237389
"Ryr1",5631,-0.00154256938120359,1006.9,-1.52341766248096,0.128901233329818,0.9992739237389
"1190002N15Rik",9343,0.00147263091415269,1008,1.72229484641443,0.127018427944487,0.989854459240721
"Asic4",6555,0.00139679033644819,1009.1,1.64031741915732,0.127238442390268,0.9992739237389
"Ttc33",2539,0.00144076748946543,1009.2,1.68640238627672,0.128242854487249,0.96627072158509
"Gm8825",13957,0.00149277362664121,1009.2,1.74529610241448,0.126823250891268,0.963254355989756
"9330162G02Rik",15516,-0.00160581429278145,1010,-1.59118270897918,0.12700031190568,0.994643102750484
"Bmper",6170,0.00157780943369657,1010.5,1.83455992459447,0.124464106923124,0.925599568318905
"Cenph",9322,0.00132518598946284,1011.1,1.56597959016148,0.132299999383694,0.9992739237389
"Yipf4",3092,0.00140627515314836,1011.3,1.64967856995155,0.129362281876752,0.987349529637819
"Zfp933",10989,0.00148974105225035,1011.3,1.74410949819127,0.12541445923576,0.983228635508191
"Ube2t",3982,-0.00157061276523807,1012.3,-1.55273306162636,0.130121386885038,0.9992739237389
"Bptf",8464,-0.00157428461304524,1013,-1.55703730123752,0.128330014234354,0.9992739237389
"Oprm1",76,-0.0017799092314066,1013.2,-1.77902814259359,0.12311923771566,0.904550589679383
"Atad2",2629,0.00141477395494277,1013.6,1.66021227671819,0.128883815982642,0.992202456894926
"Map7",1602,-0.00169248198177733,1013.9,-1.68725969635195,0.124107190768942,0.974947499611665
"Ap1g2",8518,-0.00159685666823925,1013.9,-1.58122721720433,0.128659097302659,0.991017484927271
"Tspan5",4666,0.00151632445344233,1014.2,1.77297781777071,0.126252353694401,0.934511282137692
"Myh1",10679,-0.0015453658304033,1014.4,-1.52693231042696,0.12915823621247,0.9992739237389
"Kctd20",660,0.00134541380729254,1014.8,1.58793523781953,0.131220536859678,0.9992739237389
"4930429B21Rik",15890,-0.00165842958611635,1016.1,-1.6499906106945,0.127400178296575,0.943339346347017
"Gpr45",8772,0.00149367030282461,1016.6,1.7466365355679,0.126846829854896,0.974323671656295
"Adcy8",2640,0.00135705751939228,1018.6,1.59886020706494,0.131820828720996,0.986931014663254
"Mpnd",377,0.00161904521163185,1019.9,1.8819565724355,0.124068384643291,0.926128603392406
"Abcc8",8373,0.00143931241981072,1020.6,1.68638824527729,0.12811188841139,0.984762571630246
"Gm5828",13404,-0.0015511627059807,1020.8,-1.53121048612812,0.129537321680359,0.9992739237389
"Snora61",16057,-0.00153962355741703,1022.7,-1.52019164630263,0.130905715180431,0.9992739237389
"Ttll7",7429,-0.00169266778049312,1023.4,-1.68717857168832,0.125820729430661,0.961579269356587
"Gm37120",14550,-0.00155141205569998,1023.5,-1.53298427066,0.130037586386329,0.9992739237389
"Ptges3l",13802,-0.00153011706667444,1024.6,-1.50990998175665,0.131634641217943,0.9992739237389
"Mir133a-1hg",17347,0.00163973838131556,1027,1.90714213988947,0.122632705676429,0.969980724095607
"Gapvd1",4167,0.00144842909722492,1028.3,1.69609818549218,0.130798835748953,0.95289528623356
"Sec22a",6904,-0.00157873788012255,1029.1,-1.56404843168482,0.130359898910657,0.9950500027239
"Wnt5b",5489,-0.00153529321358519,1030.4,-1.51468800667522,0.131292579355536,0.9992739237389
"Ankle2",5272,-0.00166638407376506,1030.9,-1.65509320411297,0.127525149770877,0.992514609111738
"Gm15506",13148,-0.00154245135413693,1031.5,-1.52232818356173,0.130976984260943,0.9992739237389
"Klf3",5139,-0.00154431924643412,1032.2,-1.52550439140619,0.132410910329252,0.9992739237389
"Mark2",3448,0.00140239323949715,1032.6,1.64947576083298,0.131393898986902,0.9992739237389
"Cyp51",162,-0.0016347788329124,1032.8,-1.62122972083225,0.128147759767015,0.982917426982265
"Bmpr1b",15971,-0.00156382762456195,1032.9,-1.54668969203409,0.131992562178488,0.995707067565636
"Atp13a1",6122,-0.00160797940345077,1034.6,-1.59499111044069,0.128839801727522,0.9992739237389
"Nat10",4265,-0.00162101312087825,1035.4,-1.60693322675649,0.128280075505278,0.9992739237389
"Mapkapk5",5248,0.00184199736481998,1035.4,2.1208485149231,0.12099121695199,0.771931984150043
"Itch",4445,0.00154027608229302,1036.3,1.79612087150842,0.130297897888941,0.897292236723876
"Pls1",16564,-0.00153258555160358,1038.8,-1.51275305439508,0.133115974623132,0.9992739237389
"Dlgap1",388,-0.00171701099554177,1039.9,-1.71376264305765,0.126459040398933,0.97712272079574
"Zcchc18",5924,-0.00164135126854169,1040.3,-1.62820670425535,0.129661601753196,0.990678350349366
"Add3",3473,-0.00165580157275099,1040.4,-1.64571789860266,0.128974848324023,0.980862867764769
"Zfp455",10076,0.00141154865050545,1041.7,1.6598309922935,0.131181328706581,0.999110322663818
"Schip1",4512,0.00148089995828319,1041.9,1.73001364870209,0.130557568549754,0.971524652155851
"Psd3",5590,-0.00167039348315895,1042,-1.66264283019514,0.128223088241802,0.993573374286218
"Mrps5",4359,0.00137311769493946,1042.4,1.61651866163325,0.134178546952057,0.98787724564571
"Abcc1",2953,0.0013008924161032,1044,1.53845670562818,0.136020994189583,0.9992739237389
"Cdkn2d",13649,0.00142376036081823,1045.2,1.67198270031667,0.131876716414128,0.983069902839156
"Sntg1",3782,-0.00169464764318822,1046.2,-1.68725979347798,0.129339173085292,0.935712689794525
"Las1l",10798,-0.00155478244629703,1048.8,-1.53648646566486,0.132448595024999,0.9992739237389
"Ppp1r9b",8057,0.00143750533113206,1051.3,1.68514455076193,0.13216071875696,0.975601894582876
"Adgra1",3645,0.00136134988491624,1052,1.60142779797764,0.135914236356418,0.980874587578528
"Spin1",2237,0.001332761346367,1052.5,1.57247037088447,0.136185347255541,0.998678981610042
"Gm45292",15585,-0.00152414669385192,1054.6,-1.50298358320107,0.134451105380385,0.9992739237389
"Mt2",6067,-0.00152623819758156,1055.2,-1.50623717735947,0.135628072440818,0.9992739237389
"Fabp5",4420,0.00150882319111003,1055.7,1.76450146866582,0.131379336810477,0.939327414237786
"Lman2l",123,-0.00165877885467449,1056.3,-1.65102202097636,0.131140046706898,0.949069217065296
"Phtf2",8334,0.00137710819891631,1059.5,1.61900556831733,0.133810643034425,0.9992739237389
"Pitpna",1317,-0.00161394132208494,1060.5,-1.59732473425258,0.132100443427153,0.995182524085881
"Amt",6466,-0.00156432110667867,1060.6,-1.54660399163415,0.133327653912928,0.9992739237389
"2410004I01Rik",13046,-0.00158587513079838,1060.7,-1.57209232426702,0.132147093672848,0.994742783325453
"2610524H06Rik",13507,0.00141625962484057,1060.7,1.66136767398682,0.133908569162475,0.991736617596594
"Rpl17",11290,0.00142289829472077,1060.9,1.67262045614158,0.135896680306068,0.939112428417926
"Ppp6r3",3418,0.00134366913031959,1061.1,1.58615423688475,0.13646392105352,0.991707891979343
"Gm43843",15105,-0.00160235484151155,1062.6,-1.58901680736404,0.132728384091626,0.991283935945698
"Slco3a1",3738,-0.00169866835574347,1063.4,-1.68961561329162,0.128228308531105,0.972983598983032
"Tbck",4607,0.00144690108032243,1063.6,1.69826175640791,0.134429854995842,0.986689703824277
"Idua",6671,-0.00158015073395599,1064.6,-1.56263564479739,0.134537452298797,0.984160540711527
"Pafah1b1-ps2",15462,-0.00151943492263617,1065.2,-1.49793886693536,0.135544193262812,0.9992739237389
"Hhipl2",15716,-0.00152022920113098,1066.5,-1.49942345855232,0.136469453471625,0.9992739237389
"Rps14",3313,0.00133489294390062,1066.6,1.57725580332792,0.138331981978468,0.997479129360472
"Tunar",13908,0.00145661689915798,1067,1.70763383887632,0.13108014712566,0.997080348221439
"Magohb",5493,-0.00154967223603076,1067.5,-1.53010917377746,0.135026491257762,0.9992739237389
"Naa15",11380,-0.00171240564567164,1067.5,-1.70581203938446,0.133454689871883,0.881988362949458
"Resp18",6572,-0.00160527691828948,1068.5,-1.59158896821927,0.133318536093736,0.984294368936919
"Gm38120",14374,-0.00151916306531638,1069.2,-1.49799492877858,0.135955543220577,0.9992739237389
"Epb41l5",3969,-0.00154424395447636,1070.1,-1.52520006263564,0.134508297306028,0.9992739237389
"Trappc12",1896,-0.00165655958336313,1070.4,-1.64647189901277,0.132617583328811,0.985974299029827
"Gart",2901,0.00141440828863251,1070.6,1.6611104837925,0.136804936004005,0.964219126981561
"Sgsm2",7877,0.0015223966041974,1070.6,1.77603462674507,0.129669302754808,0.988580574353469
"Prox2os",13531,0.00141578402202849,1071.8,1.66241057083162,0.134667017693003,0.991283935945698
"Gng7",9725,-0.00169373148849842,1072.1,-1.68780097652062,0.131833003895829,0.96934579955478
"Lhpp",5770,-0.00156344227183025,1072.3,-1.54631697933317,0.134584728143567,0.9992739237389
"Gm43848",14995,-0.00155595502999014,1073.2,-1.5381886184547,0.136335780932209,0.9992739237389
"6430548M08Rik",6099,-0.00176291159136339,1074.8,-1.75756679551407,0.129461765202545,0.953244836543912
"Gm5944",12567,-0.0015490553655746,1075.1,-1.52956400080305,0.135402837150224,0.9992739237389
"Tbc1d8b",8895,-0.00152250543036724,1076.6,-1.5012079627456,0.137427515704084,0.9992739237389
"Igf2bp1",16791,-0.00151528747150135,1076.9,-1.49410030788748,0.137849571467288,0.9992739237389
"Tmem150c",10029,0.00137006119797438,1077.8,1.6121323469341,0.136552408121277,0.9992739237389
"Tmed4",510,0.00146505207696239,1079.4,1.71593279017454,0.134593077638587,0.976391091881799
"AV039307",15805,-0.0015316250193821,1080.1,-1.51039868312734,0.137857130776825,0.9992739237389
"LOC102635707",15774,0.00154806263477129,1080.7,1.80441501138177,0.13139793019302,0.971577327244313
"Saa3",8348,-0.00155913127646571,1081.1,-1.53944677646328,0.136133064112091,0.9992739237389
"Herpud2",842,0.00132223909069186,1081.4,1.56292204314014,0.140543453255838,0.9992739237389
"Gm13629",13216,0.00122827929939352,1082.4,1.45722385288508,0.136035019891348,0.9992739237389
"Kcnh1",10872,0.00140034752462136,1082.7,1.64508254410424,0.137013281301903,0.9992739237389
"Cep83",1615,0.00151543064818909,1083.3,1.77234221982269,0.134251440625632,0.938009832428339
"Zfp46",10125,0.00142441742546389,1083.4,1.67048441368341,0.136457040290108,0.98120417923778
"Lynx1",2745,-0.0015312146298847,1084.1,-1.51008969131,0.13859056133967,0.9992739237389
"Zfp35",11382,0.00130158345148974,1084.4,1.54016283934417,0.139804786393487,0.9992739237389
"Zfp647",17147,0.00173134181310654,1084.6,2.00518885873169,0.128357777048119,0.891417649160411
"Cmip",6888,0.00137893450967915,1085.7,1.62543508599287,0.138083416068003,0.952922416419871
"Dcp1a",2463,-0.00158106637068191,1086,-1.56440903888249,0.136415687177706,0.982938348775201
"Plek2",16878,-0.00151153778975741,1086.6,-1.49006121178871,0.138904053993782,0.9992739237389
"Eif4e3",13533,0.00155854062118227,1086.7,1.81953080404198,0.131571602412318,0.938632880720105
"BC051142",10779,0.00134915981501569,1087.3,1.59315841549438,0.138917041685055,0.9992739237389
"Atxn7l1",1867,0.00131704145748771,1093.6,1.55654630432388,0.141972679983834,0.993991403115272
"Pde2a",16378,0.00134828181425112,1094.2,1.59056290805141,0.139615969844625,0.9992739237389
"Atg16l1",3944,-0.00160980098120949,1094.5,-1.59764389833573,0.135579332469557,0.9992739237389
"Ube2z",1046,0.00137445982857459,1096.5,1.62048483507442,0.138712618126873,0.987038830861297
"Plpp6",8363,-0.00164530031077383,1098,-1.63357008003889,0.135511540986099,0.976002388206878
"Nrf1",10892,0.00159276639887668,1099,1.85153816531618,0.131777235311347,0.97401368427272
"Gng4",2207,0.00157305872521445,1099.1,1.83637480820708,0.13514806476542,0.902328643524785
"Tmco3",7920,-0.00156526240479058,1100,-1.54861787128041,0.137857401336316,0.9992739237389
"Gm9843",9991,0.00139952655240342,1100.6,1.64285860633591,0.13901013552684,0.998984565097958
"Angel2",4062,-0.00155535389238132,1100.7,-1.53905807284081,0.137924836689131,0.9992739237389
"Pecam1",1946,-0.00154148630159689,1102.6,-1.52357909860907,0.139639331157867,0.9992739237389
"Crtac1",8876,-0.00160605233665654,1105.8,-1.59170127150961,0.13715287046827,0.996033114715713
"Gm9790",9184,-0.00157555286355464,1106.1,-1.55803553925647,0.138390999844864,0.9992739237389
"Rtca",36,0.00137707153386049,1107.1,1.61959146359562,0.14103457906429,0.952356850091961
"Ipo5",5660,0.00130992054326163,1109.1,1.54884261148632,0.142131736408719,0.9992739237389
"Psph",5244,-0.00167248313051001,1109.6,-1.66510479196054,0.133796080111003,0.9992739237389
"Zfp3",9083,-0.00158265608634735,1110.9,-1.56914051602216,0.137506507108136,0.9992739237389
"Izumo4",10624,0.00143579369318793,1111.1,1.68354417489556,0.139324490673881,0.955054568164106
"LOC102635844",16095,-0.00155996196815326,1113.6,-1.54168790333977,0.140029330149055,0.971769666878599
"2510017J16Rik",14729,-0.00150707168633327,1114.8,-1.48379999605429,0.141794052980799,0.9992739237389
"6430573F11Rik",8226,0.00132735257667881,1114.9,1.56978959628228,0.142833696384922,0.994618820763565
"Cyb5r3",1332,-0.00155706060192011,1115.3,-1.53713691319611,0.139803732834484,0.9992739237389
"Gpr4",9181,-0.00151848940961947,1115.3,-1.49870587580791,0.141289646582195,0.9992739237389
"Pip5k1b",3402,-0.00158417548982731,1115.6,-1.56901334535504,0.138986714495153,0.9992739237389
"Kctd6",2382,-0.00155388229123957,1116.2,-1.53672014322789,0.139515428785671,0.9992739237389
"Prune",15933,0.00133328735601261,1116.9,1.57499131540502,0.143176316525341,0.9992739237389
"Prex1",8227,-0.00151348005784783,1117.3,-1.49168177753316,0.141931210046476,0.9992739237389
"Ldb1",3552,0.0012587272227923,1117.4,1.49381574458829,0.145544858512146,0.9992739237389
"B4galt7",2275,0.00135666981345419,1119.1,1.59952556980464,0.142206113181634,0.9992739237389
"1500009L16Rik",13255,-0.00162825339006786,1119.8,-1.61557187836311,0.138624704389064,0.970742650212792
"Noct",2952,0.00141951779942626,1120.6,1.66656850249872,0.139830607484142,0.979847495553427
"Pttg1",1798,0.00138298968480829,1120.8,1.62492263315261,0.140948908966785,0.990511345779595
"Rps9",700,0.00166594780051799,1121.4,1.93237102755563,0.129282973886947,0.938678016830562
"Gm5121",11603,0.00130933712619568,1121.5,1.54884244612453,0.144767889718455,0.9992739237389
"Tmem41a",2865,-0.00154742308582437,1121.8,-1.53008417195565,0.14123678396384,0.992871414923059
"2310039H08Rik",11316,-0.00157304172588159,1122.2,-1.55463130714799,0.139734771316394,0.999069716949972
"Aqr",8433,0.00126554483121869,1122.6,1.50182497455991,0.146208964214144,0.9992739237389
"Dchs2",14297,-0.00156503899746455,1125.9,-1.54620495672348,0.142278245448839,0.995707067565636
"5031439G07Rik",7271,-0.00157832147355531,1126.4,-1.56178362244729,0.141348708331006,0.997361066225692
"Rbl2",6030,0.0014092234673828,1127.4,1.65632694550667,0.142170215442264,0.974101376030015
"Snord12",15858,0.00135044039603144,1127.5,1.59356820133068,0.144048275662445,0.9992739237389
"Tma7",13435,0.00144037632024196,1129.2,1.6872254733979,0.139278537395759,0.991880898097351
"Myh7",17069,-0.00149297201273148,1129.5,-1.47005730296197,0.144278792720757,0.9992739237389
"Unc5a",3768,0.00131275188370406,1130,1.55342661158464,0.14533977980708,0.997080348221439
"Akr1b3",178,-0.00159163846707943,1130.1,-1.57749215604643,0.139876414832245,0.995788379190811
"Fzd1",9238,0.00140959572944225,1131.1,1.65658250659877,0.141838527960436,0.974685205300947
"Il1r1",3845,-0.00151712772456092,1131.2,-1.49712139863141,0.14284149458175,0.9992739237389
"Hnrnph2",9344,-0.00156993495493713,1131.7,-1.55138028183421,0.141277971821412,0.9992739237389
"Gm42571",15135,-0.00150291514366487,1132.1,-1.48036665631008,0.144266377924553,0.9992739237389
"B3galt5",12239,-0.00154358136937034,1132.6,-1.52384318454049,0.141940781459101,0.9992739237389
"Rab4b",10346,-0.00175071832039569,1133.3,-1.74608556759269,0.136330866945414,0.965138794836281
"Drosha",2552,-0.00154895335418402,1133.8,-1.5312949782755,0.141244734278684,0.9992739237389
"Gtpbp2",3043,-0.00157219730092452,1134.1,-1.55348455027854,0.141555387501865,0.996056973261359
"Aaas",7419,-0.00152140135438142,1134.9,-1.50025299699845,0.143446002327037,0.9992739237389
"Rnaset2b",13579,0.0012653222657776,1135.1,1.50033977174941,0.147089700797239,0.9992739237389
"Rxrg",1178,0.0015158486184284,1136.1,1.77355319645375,0.138090587000163,0.956295391627209
"Gm45652",15603,-0.0015065759336486,1136.3,-1.48321139803178,0.144716380084733,0.9992739237389
"2610301B20Rik",10997,-0.00156840349444977,1136.8,-1.54942178579147,0.141393682332994,0.9992739237389
"LOC102638890",16609,0.000997999014705599,1138.8,1.21422033013927,0.149174855080943,0.9992739237389
"Mbnl1",4507,-0.00156767577743047,1139.3,-1.54875584586276,0.142824727662595,0.9992739237389
"Hps4",8861,-0.00158507478726601,1139.4,-1.56889301210322,0.141760825580251,0.994739161266502
"Akap5",2096,-0.00159178511317678,1139.5,-1.57675027565379,0.14126597819536,0.984164867757055
"Gm11598",12752,0.00133767780921218,1139.7,1.58000746467859,0.145247216678942,0.9992739237389
"Adam10",10490,0.00139036133682528,1141.7,1.63315273975286,0.143748173392861,0.987259141234377
"Rab24",6982,0.00142200781912908,1142.9,1.66654264360953,0.143289979504348,0.977531411482862
"Slc35f4",2425,-0.0015236168873818,1143.1,-1.50265217764772,0.143688182661349,0.9992739237389
"Fbxo38",8840,-0.00157595742224469,1143.5,-1.55751070155993,0.142946757805733,0.978594879249218
"6330403K07Rik",1376,0.0013688834080509,1143.8,1.61045608860973,0.144162266922613,0.9992739237389
"Zkscan16",7968,0.00139555231706232,1144,1.64242832681399,0.143983495526503,0.979299211550508
"Vps37c",9804,-0.00156247437186296,1144.3,-1.54559995588171,0.143288082016178,0.9992739237389
"Cnnm4",7610,-0.00152591504080359,1144.4,-1.50484684175983,0.143773202649949,0.9992739237389
"Zbtb8b",9761,0.00131803859579581,1144.7,1.55848391771358,0.145859250081215,0.9992739237389
"Slc7a5",8343,-0.00152184604264796,1145.3,-1.50061628200194,0.143926026535521,0.9992739237389
"Ndufaf2",11703,0.00130744456291069,1145.4,1.54625270365965,0.144529581881899,0.9992739237389
"Rpl31-ps1",11579,0.00136783993464158,1145.5,1.61142569359351,0.142965030062248,0.9992739237389
"Tox",8645,-0.00153031335803391,1146.5,-1.51014059467266,0.144501337683228,0.9992739237389
"Tmem132a",3345,-0.00155512226314865,1147.1,-1.53859391846112,0.143429319273165,0.9992739237389
"Itgb8",3589,0.00135590139957017,1148.2,1.59854549282212,0.144762129113621,0.9992739237389
"Gm4835",9032,-0.00148965895411003,1149.6,-1.46576596872951,0.146277251732365,0.9992739237389
"Ikbip",1594,0.00128157467062655,1151.4,1.51815220113471,0.147618154292386,0.9992739237389
"Mir6392",17163,0.00104362651836716,1153.2,1.25936867523079,0.148760621274279,0.9992739237389
"Ky",7177,-0.0014992639925203,1154,-1.476779947361,0.145898807011061,0.9992739237389
"Cptp",5086,-0.00151468058189456,1154.7,-1.4942601031003,0.145154046652404,0.9992739237389
"Nqo1",458,-0.00148012686403982,1154.9,-1.45618388280061,0.147663892933382,0.9992739237389
"Gm7784",13905,-0.00149085801513667,1155.5,-1.46743840159591,0.147106309858997,0.9992739237389
"Snord69",17054,-0.00151550712052618,1155.7,-1.49532926391266,0.145773066738926,0.9992739237389
"2810428I15Rik",10936,-0.00150138879964749,1156.6,-1.47809093403759,0.146884313159846,0.9992739237389
"Capn15",7584,-0.00159889629629695,1157.7,-1.58254724482758,0.144566299646353,0.954501849499994
"Rpl36a",12477,0.00144114730915231,1158.1,1.68831134290695,0.144898476655203,0.953010407766328
"Fam212b",9756,-0.00154776906270578,1159.6,-1.52843765714561,0.145582368311612,0.9992739237389
"Chn2",532,-0.001596226869523,1160.6,-1.58072462385878,0.143803571088534,0.993434584311405
"Ccar1",1635,0.00133756525206675,1163.5,1.58144195013017,0.146884850996051,0.9992739237389
"Ccdc120",5826,-0.00155296089923583,1164.8,-1.53133870841378,0.146568412198793,0.965570921202902
"Ttc12",16536,-0.00147874240238709,1165,-1.45473455469333,0.148397720143851,0.9992739237389
"Zfp710",9811,0.00147744725144526,1165.5,1.72662077366263,0.142553943615857,0.990678350349366
"Gm2011",15230,-0.0015535377077074,1165.8,-1.53427354133759,0.147142181312664,0.957683098255
"Me3",5647,-0.00162886023988982,1166.1,-1.61635385731556,0.144318970027326,0.952254799018308
"Utp20",504,0.00127774622537512,1166.5,1.51202337761799,0.1507567438458,0.9992739237389
"Dpy19l1",9016,-0.00155382255933618,1167.6,-1.53396405426552,0.146550310816222,0.993961513540678
"Plcb4",8323,0.00127114168611439,1167.8,1.50532831131303,0.150027023656237,0.9992739237389
"Cacnb2",10846,0.00130687582754951,1168.3,1.54365573351053,0.149324506430164,0.99213370740859
"Gm10557",12098,0.00133850193782677,1168.7,1.5789033221198,0.147578626708632,0.9992739237389
"Sv2c",10085,0.00146614689018107,1170.4,1.71801030145915,0.145042981956869,0.932373403108584
"9630001P10Rik",13883,0.00158987099372792,1170.4,1.84494558289288,0.139612037781268,0.945329400387303
"Zdbf2",4414,0.0013744583142685,1171.1,1.61961059454466,0.147654648727158,0.97574013109197
"Alms1",11445,0.00133886848820273,1172,1.57886881883851,0.148167291868165,0.9992739237389
"Rgs12",5097,0.0012990010981866,1172.1,1.53825968577359,0.150685475146324,0.993346132814833
"Asb5",16444,-0.0014758698824098,1172.4,-1.45164032296216,0.149252694798795,0.9992739237389
"Zmat5",870,-0.0015156112480232,1174.2,-1.49347135978233,0.147061651981603,0.9992739237389
"Sh3rf3",7757,-0.00151390694929677,1174.3,-1.49271817596098,0.148742011925711,0.9992739237389
"Eno1",11411,-0.00157602821066066,1175.3,-1.55753798341994,0.14572061000246,0.9992739237389
"Tmx3",3315,0.00140695491559314,1175.8,1.65689872278491,0.147076108746795,0.991210226981169
"Ndc1",4862,-0.00155996447148705,1176.1,-1.54169201068815,0.145845141000054,0.9992739237389
"Wasf2",4980,0.00101587805944513,1176.4,1.22899134850747,0.151517287571549,0.9992739237389
"Zxdb",12050,0.00130051797659962,1177.2,1.54048811538868,0.150745579072497,0.9992739237389
"Gm19666",14887,0.00140324703524402,1177.5,1.65149068763573,0.145373946950915,0.9992739237389
"Arhgap31",2836,-0.00151277682644505,1178.2,-1.49195658754316,0.149215617232684,0.9992739237389
"Gm17826",14037,0.00126433065608777,1178.4,1.49965747372953,0.15101758970127,0.9992739237389
"Anxa6",1353,-0.00153531593261523,1178.6,-1.51700237023493,0.146459165589368,0.9992739237389
"Ttc21b",6999,0.00100185579851226,1178.6,1.21441306990419,0.151133954613404,0.9992739237389
"Wdr18",7204,0.00133684512947236,1178.7,1.57722406706194,0.15005248200031,0.982561454676613
"Asb2",16899,-0.00147347773465522,1178.9,-1.44906354036487,0.149967603583441,0.9992739237389
"Pnrc2",4898,0.00135469006300247,1180,1.59821236368256,0.148757227103889,0.997463065522746
"Aff1",5191,0.00118331851710604,1180.4,1.41193312552872,0.147459234064855,0.9992739237389
"Ppp2r2b",3266,0.00130268313152299,1180.6,1.542998036754,0.151325832322327,0.9992739237389
"Esrra",3440,-0.00156975003780725,1181,-1.55167347565269,0.146824425186208,0.9992739237389
"Dus2",6136,0.00140484700308466,1181,1.64913815062857,0.146985440222089,0.997969043997821
"Mrc2",1934,-0.00148254363380038,1181.5,-1.45748512316883,0.149776055756339,0.9992739237389
"Gm37788",14216,-0.00150881300657824,1184.7,-1.48656859274386,0.150280253077872,0.9992739237389
"Snrnp27",128,0.00127897833489718,1184.9,1.5161664780565,0.152089833550912,0.9992739237389
"Naa60",667,-0.00154528213657268,1185.1,-1.52489782120187,0.148415800027095,0.9992739237389
"Sesn3",6193,0.00127637970958424,1185.1,1.51329096757524,0.152945297467683,0.997361066225692
"Slc35f6",5136,-0.00152511271309266,1185.7,-1.50581097145332,0.148833655246485,0.991357668811601
"Dusp16",5497,-0.00146050818375371,1185.9,-1.43457184976921,0.151900571279971,0.9992739237389
"Cnih2",3406,-0.00158433004277064,1186.8,-1.5691475051665,0.14680436904595,0.9992739237389
"Gm37517",14640,-0.00146834810305553,1186.9,-1.44263456945208,0.151204724950166,0.9992739237389
"Ddt",180,-0.00151729129166946,1187.1,-1.49614890726218,0.149002530479449,0.9992739237389
"Smim17",13525,0.00128706857879057,1187.3,1.52294639371105,0.150741337297838,0.9992739237389
"Gm20939",13598,-0.00146229337854042,1187.3,-1.43660931492849,0.151453416803809,0.9992739237389
"Grm7",10721,0.00134561087275115,1187.7,1.5885604920366,0.149551268851353,0.996146205139074
"Fam234a",3146,0.0012564153071528,1187.9,1.49250740362186,0.153655974939152,0.9992739237389
"Fbxl16",3718,-0.00160153168013881,1188.8,-1.58857363151572,0.146779106996324,0.946063928435284
"Zbtb7b",4615,-0.00153329720998709,1189.1,-1.51389034063448,0.14911481404715,0.9992739237389
"Cwc27",2364,0.0012911601113307,1189.8,1.52886712276882,0.151917558767393,0.9992739237389
